iteration,a,b,c,d,e,f,g,h
0,parameter,parameters,prior,1.4040569243623615,-0.5862345375831772,-1677.4346036241207
0,parameter,sigma,prior,NA,0.3209433375638915,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190510_1_com,2.23013698630137,0.9791813543577141,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190510_2_com,1.99452054794521,0.9732328622800348,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_2_com,1.34794520547945,0.9068934511203238,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_3_com,0.964383561643836,0.7272287311164958,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_4_com,0.394520547945205,0.3212182068036743,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_5_com,0.443835616438356,0.3375436136021604,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_6_com,2.43013698630137,0.9351443695559826,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_7_com,0.898630136986301,0.4443614132074201,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_8_com,1.31506849315068,0.7644797160772973,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190516_9_com,2.27945205479452,0.9854650218193173,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_1_com,0.794520547945205,0.48928362778634066,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_2_com,1.83013698630137,0.9246599822239735,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_3_com,0.435616438356164,0.49589039627931303,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_4_com,0.452054794520548,0.5307454551820326,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_5_com,0.712328767123287,0.7183500108807164,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_6_com,0.054794520547945,0.2471736068624496,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_7_com,1.4986301369863,0.9301615486476194,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_8_com,2.8958904109589,0.9948525866419017,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_9_com,0.690410958904109,0.708837007946198,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190530_10_com,1.34246575342466,0.8581304446836581,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_1_com,0.676712328767123,0.6480398492640734,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_2_com,2.34520547945205,0.9242190699170405,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_4_com,1.13424657534247,0.8615216417185556,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_5_com,0.208219178082192,0.3811097372878647,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_6_com,2.36986301369863,0.9844159660907458,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_7_com,0.857534246575342,0.623629505673911,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_8_com,0.931506849315068,0.4864062144759073,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_9_com,1.92602739726027,0.9607220022516707,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_10_com,1.64657534246575,0.94749952073898,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_11_com,2.56164383561644,0.9503899148443773,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_12_com,1.89041095890411,0.9065977731260326,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_13_com,0.8,0.6528360526045179,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190603_14_com,2.64931506849315,0.992362644765295,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_1_com,1.03287671232877,0.6875529521312508,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_2_com,1.53972602739726,0.8018229999904828,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_3_com,2.43561643835616,0.9358508750830423,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_4_com,1.91506849315068,0.9557025072685398,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_5_com,1.17808219178082,0.7182908797757852,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_6_com,0.712328767123287,0.7952173804876939,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_10_com,1.96712328767123,0.8483971377378446,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_11_com,1.52054794520548,0.9371083394421168,-1677.4346036241207
0,modelPrediction,pragmatic,free,,,190606_12_com,2.34246575342466,0.9239493133851449,-1677.4346036241207
