subid,subage,trial,agent,novel,pick,leftObject,rightObject,correct,age_num,age_num_month,age_month,experiment,age
190502_7_nov,2,6,Cat,right,t09,t05,t09,1,2.0164383561643837,2,0,dis_novelty,0
190502_7_nov,2,7,Frog,right,t21,t14,t21,1,2.0164383561643837,2,0,dis_novelty,0
190502_7_nov,2,8,Tiger,right,t06,t11,t06,1,2.0164383561643837,2,0,dis_novelty,0
190502_7_nov,2,9,Beaver,right,t17,t07,t17,1,2.0164383561643837,2,0,dis_novelty,0
190502_7_nov,2,10,Dog,left,t20,t08,t20,0,2.0164383561643837,2,0,dis_novelty,0
190502_9_nov,2,1,Pig,right,t13,t06,t13,1,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,2,Bunny,left,t03,t04,t03,0,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,3,Dog,right,t11,t11,t21,0,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,4,Mouse,left,t14,t14,t10,1,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,5,Frog,right,t08,t08,t17,0,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,6,Monkey,right,t22,t05,t22,1,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,7,Sheep,left,t15,t15,t19,1,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,8,Cat,right,t02,t02,t20,0,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,9,Beaver,left,t18,t12,t18,0,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_9_nov,2,10,Tiger,right,t09,t07,t09,1,2.5643835616438357,2.5833333333333335,0.5833333333333335,dis_novelty,0.547945205479452
190502_10_nov,2,1,Cat,right,t20,t14,t20,1,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,2,Pig,left,t06,t02,t06,0,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,3,Bear,right,t15,t12,t15,1,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,4,Beaver,left,t18,t13,t18,0,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,5,Bunny,right,t07,t04,t07,1,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,6,Mouse,right,t19,t11,t19,1,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,7,Elephant,right,t22,t10,t22,1,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,8,Sheep,left,t09,t03,t09,0,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,9,Dog,left,t17,t01,t17,0,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190502_10_nov,2,10,Monkey,left,t21,t05,t21,0,2.3863013698630136,2.4166666666666665,0.4166666666666665,dis_novelty,0.36986301369862984
190503_1_nov,2,1,Bunny,right,t15,t15,t22,0,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,2,Tiger,right,t06,t06,t14,0,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,3,Elephant,left,t11,t11,t20,1,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,4,Bear,right,t21,t07,t21,1,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,5,Mouse,left,t02,t02,t10,1,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,6,Cat,left,t04,t04,t17,1,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,7,Beaver,right,t09,t09,t18,0,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,8,Monkey,left,t05,t05,t12,1,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,9,Sheep,left,t16,t16,t19,1,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_1_nov,2,10,Frog,left,t08,t08,t13,1,2.2684931506849315,2.25,0.25,dis_novelty,0.2520547945205478
190503_2_nov,2,1,Bunny,left,t15,t15,t02,1,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,2,Bear,right,t12,t12,t20,0,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,3,Pig,right,t06,t07,t06,1,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,4,Sheep,right,t22,t13,t22,1,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,5,Tiger,right,t14,t11,t14,1,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,6,Elephant,left,t01,t08,t01,0,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,7,Mouse,left,t19,t09,t19,0,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,8,Cat,right,t18,t16,t18,1,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,9,Dog,left,t04,t21,t04,0,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190503_2_nov,2,10,Frog,right,t03,t10,t03,1,2.1232876712328768,2.0833333333333335,0.08333333333333348,dis_novelty,0.10684931506849304
190504_1_nov,2,1,Frog,right,t21,t13,t21,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,2,Cat,right,t18,t14,t18,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,3,Monkey,left,t12,t12,t22,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,4,Bunny,left,t02,t02,t20,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,5,Dog,right,t17,t11,t17,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,6,Sheep,right,t19,t16,t19,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,7,Mouse,left,t08,t08,t03,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,8,Beaver,left,t15,t15,t04,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,9,Bear,right,t01,t09,t01,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190504_1_nov,2,10,Pig,right,t06,t10,t06,1,2.232876712328767,2.25,0.25,dis_novelty,0.21643835616438345
190508_1_nov,2,1,Mouse,right,t09,t09,t22,0,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,2,Beaver,left,t07,t07,t13,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,3,Frog,right,t21,t06,t21,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,4,Cat,left,t01,t01,t12,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,5,Bear,right,t15,t02,t15,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,6,Bunny,right,t14,t03,t14,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,7,Sheep,left,t04,t04,t17,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,8,Tiger,right,t11,t08,t11,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,9,Elephant,left,t19,t19,t18,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
190508_1_nov,2,10,Dog,left,t20,t20,t05,1,2.9287671232876713,2.9166666666666665,0.9166666666666665,dis_novelty,0.9123287671232876
