subid,subage,trial,agent,novel,pick,leftObject,rightObject,correct,age_num,age_num_month,age_month,experiment,age
190411_4_nov,2,1,Beaver,left,t05,t06,t05,0,2.8109589041095893,2.8333333333333335,0.8333333333333335,dis_novelty,0.7945205479452055
190411_4_nov,2,2,Tiger,right,t21,t07,t21,1,2.8109589041095893,2.8333333333333335,0.8333333333333335,dis_novelty,0.7945205479452055
190411_4_nov,2,3,Mouse,left,t04,t10,t04,0,2.8109589041095893,2.8333333333333335,0.8333333333333335,dis_novelty,0.7945205479452055
190411_4_nov,2,4,Monkey,right,t12,t15,t12,1,2.8109589041095893,2.8333333333333335,0.8333333333333335,dis_novelty,0.7945205479452055
190411_4_nov,2,5,Pig,left,t11,t09,t11,0,2.8109589041095893,2.8333333333333335,0.8333333333333335,dis_novelty,0.7945205479452055
190411_5_nov,4,1,Elephant,left,t22,t12,t22,0,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,2,Dog,left,t14,t14,t01,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,3,Frog,left,t18,t18,t20,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,4,Beaver,left,t16,t16,t19,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,5,Tiger,right,t15,t10,t15,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,6,Monkey,right,t17,t11,t17,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,7,Bear,right,t02,t04,t02,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,8,Bunny,left,t13,t13,t03,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,9,Cat,right,t06,t08,t06,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_5_nov,4,10,Pig,right,t07,t09,t07,1,4.906849315068493,4.916666666666667,2.916666666666667,dis_novelty,2.8904109589041096
190411_7_nov,4,1,Dog,right,t02,t07,t02,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,2,Mouse,left,t21,t06,t21,0,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,3,Bunny,left,t19,t11,t19,0,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,4,Beaver,right,t18,t15,t18,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,5,Cat,right,t16,t08,t16,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,6,Frog,right,t13,t01,t13,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,7,Sheep,left,t12,t12,t22,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,8,Tiger,right,t20,t04,t20,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,9,Elephant,right,t09,t10,t09,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_7_nov,4,10,Monkey,left,t03,t03,t17,1,4.52054794520548,4.5,2.5,dis_novelty,2.504109589041096
190411_8_nov,4,1,Bunny,left,t06,t06,t19,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,2,Elephant,left,t14,t14,t21,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,3,Sheep,right,t20,t05,t20,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,4,Cat,right,t18,t15,t18,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,5,Mouse,right,t22,t07,t22,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,6,Bear,right,t11,t04,t11,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,7,Dog,right,t17,t16,t17,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,8,Beaver,left,t03,t03,t10,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,9,Pig,right,t12,t13,t12,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190411_8_nov,4,10,Monkey,left,t08,t08,t02,1,4.663013698630137,4.666666666666667,2.666666666666667,dis_novelty,2.6465753424657534
190412_1_nov,2,1,Beaver,right,t18,t09,t18,1,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,2,Bear,left,t02,t06,t02,0,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,3,Pig,right,t21,t13,t21,1,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,4,Tiger,left,t08,t08,t16,1,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,5,Dog,left,t05,t05,t22,1,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,6,Frog,right,t03,t03,t14,0,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,7,Mouse,left,t20,t12,t20,0,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,8,Bunny,left,t01,t04,t01,0,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,9,Monkey,left,t19,t10,t19,0,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_1_nov,2,10,Cat,right,t15,t17,t15,1,2.841095890410959,2.8333333333333335,0.8333333333333335,dis_novelty,0.8246575342465752
190412_2_nov,4,1,Frog,left,t11,t05,t11,0,4.608219178082192,4.583333333333333,2.583333333333333,dis_novelty,2.591780821917808
190412_2_nov,4,2,Tiger,right,t10,t06,t10,1,4.608219178082192,4.583333333333333,2.583333333333333,dis_novelty,2.591780821917808
190412_2_nov,4,3,Bunny,left,t14,t16,t14,0,4.608219178082192,4.583333333333333,2.583333333333333,dis_novelty,2.591780821917808
190412_2_nov,4,4,Bear,right,t09,t19,t09,1,4.608219178082192,4.583333333333333,2.583333333333333,dis_novelty,2.591780821917808
190412_2_nov,4,5,Beaver,left,t03,t17,t03,0,4.608219178082192,4.583333333333333,2.583333333333333,dis_novelty,2.591780821917808
190412_3_nov,3,1,Dog,left,t03,t03,t10,1,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,2,Frog,left,t02,t02,t05,1,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,3,Elephant,right,t20,t20,t06,0,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,4,Tiger,left,t08,t08,t04,1,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,5,Pig,left,t01,t21,t01,0,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,6,Monkey,right,t07,t17,t07,1,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,7,Beaver,right,t16,t16,t18,0,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,8,Sheep,right,t09,t15,t09,1,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,9,Bunny,right,t11,t11,t19,0,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_3_nov,3,10,Cat,left,t12,t12,t14,1,3.8273972602739725,3.8333333333333335,1.8333333333333335,dis_novelty,1.8109589041095888
190412_4_nov,4,1,Frog,right,t10,t12,t10,1,4.273972602739726,4.25,2.25,dis_novelty,2.2575342465753425
190412_4_nov,4,2,Tiger,right,t04,t07,t04,1,4.273972602739726,4.25,2.25,dis_novelty,2.2575342465753425
190412_4_nov,4,3,Beaver,right,t03,t06,t03,1,4.273972602739726,4.25,2.25,dis_novelty,2.2575342465753425
190412_4_nov,4,4,Pig,right,t15,t18,t15,1,4.273972602739726,4.25,2.25,dis_novelty,2.2575342465753425
190412_4_nov,4,5,Bear,left,t11,t11,t16,1,4.273972602739726,4.25,2.25,dis_novelty,2.2575342465753425
190412_5_nov,4,1,Tiger,right,t22,t10,t22,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,2,Monkey,right,t20,t12,t20,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,3,Dog,left,t16,t16,t04,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,4,Pig,right,t18,t07,t18,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,5,Mouse,left,t21,t21,t02,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,6,Bear,right,t19,t19,t17,0,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,7,Elephant,left,t11,t11,t14,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,8,Sheep,right,t05,t09,t05,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,9,Cat,right,t08,t15,t08,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_5_nov,4,10,Frog,left,t13,t13,t03,1,4.484931506849315,4.5,2.5,dis_novelty,2.4684931506849312
190412_6_nov,4,1,Bear,right,t21,t07,t21,1,4.789041095890411,4.75,2.75,dis_novelty,2.7726027397260276
190412_6_nov,4,2,Tiger,left,t09,t09,t04,1,4.789041095890411,4.75,2.75,dis_novelty,2.7726027397260276
190412_6_nov,4,3,Elephant,right,t22,t16,t22,1,4.789041095890411,4.75,2.75,dis_novelty,2.7726027397260276
190412_6_nov,4,4,Dog,left,t06,t06,t10,1,4.789041095890411,4.75,2.75,dis_novelty,2.7726027397260276
190412_6_nov,4,5,Frog,right,t18,t05,t18,1,4.789041095890411,4.75,2.75,dis_novelty,2.7726027397260276
190412_7_nov,3,1,Bunny,right,t06,t10,t06,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,2,Pig,left,t03,t03,t05,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,3,Elephant,right,t22,t12,t22,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,4,Sheep,left,t15,t15,t18,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,5,Beaver,left,t13,t13,t20,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,6,Mouse,right,t21,t09,t21,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,7,Dog,left,t08,t08,t01,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,8,Cat,right,t17,t14,t17,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,9,Frog,right,t19,t07,t19,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_7_nov,3,10,Tiger,left,t04,t04,t02,1,3.7753424657534245,3.75,1.75,dis_novelty,1.7589041095890408
190412_8_nov,3,1,Beaver,right,t14,t14,t07,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,2,Elephant,right,t06,t06,t18,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,3,Pig,right,t20,t01,t20,1,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,4,Sheep,left,t22,t16,t22,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,5,Dog,left,t10,t15,t10,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,6,Bunny,left,t17,t13,t17,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,7,Monkey,right,t02,t02,t21,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,8,Cat,right,t04,t04,t09,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,9,Tiger,left,t19,t12,t19,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_8_nov,3,10,Frog,right,t03,t03,t11,0,3.4465753424657533,3.4166666666666665,1.4166666666666665,dis_novelty,1.4301369863013695
190412_9_nov,3,1,Cat,right,t07,t14,t07,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,2,Tiger,left,t05,t05,t21,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,3,Sheep,right,t18,t02,t18,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,4,Elephant,left,t17,t17,t10,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,5,Frog,left,t13,t13,t09,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,6,Bunny,right,t08,t01,t08,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,7,Monkey,left,t20,t20,t19,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,8,Bear,right,t11,t16,t11,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,9,Mouse,right,t03,t06,t03,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_9_nov,3,10,Pig,right,t15,t12,t15,1,3.23013698630137,3.25,1.25,dis_novelty,1.213698630136986
190412_10_nov,3,1,Cat,left,t07,t07,t15,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,2,Beaver,right,t22,t01,t22,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,3,Elephant,right,t08,t04,t08,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,4,Mouse,right,t19,t10,t19,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,5,Pig,right,t03,t14,t03,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,6,Sheep,right,t06,t09,t06,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,7,Bunny,right,t12,t20,t12,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,8,Tiger,left,t05,t05,t16,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,9,Monkey,left,t13,t13,t11,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_10_nov,3,10,Dog,left,t17,t17,t21,1,3.243835616438356,3.25,1.25,dis_novelty,1.2273972602739724
190412_11_nov,3,1,Bunny,left,t11,t11,t10,1,3.6191780821917807,3.5833333333333335,1.5833333333333335,dis_novelty,1.602739726027397
190412_11_nov,3,2,Pig,left,t13,t13,t22,1,3.6191780821917807,3.5833333333333335,1.5833333333333335,dis_novelty,1.602739726027397
190412_11_nov,3,3,Sheep,right,t20,t02,t20,1,3.6191780821917807,3.5833333333333335,1.5833333333333335,dis_novelty,1.602739726027397
190412_11_nov,3,4,Dog,right,t05,t12,t05,1,3.6191780821917807,3.5833333333333335,1.5833333333333335,dis_novelty,1.602739726027397
190412_11_nov,3,5,Monkey,right,t21,t09,t21,1,3.6191780821917807,3.5833333333333335,1.5833333333333335,dis_novelty,1.602739726027397
190412_12_nov,4,1,Tiger,left,t01,t03,t01,0,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,2,Frog,right,t20,t10,t20,1,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,3,Elephant,left,t19,t04,t19,0,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,4,Mouse,left,t07,t07,t14,1,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,5,Dog,right,t13,t09,t13,1,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,6,Sheep,left,t15,t15,t18,1,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,7,Bunny,right,t17,t08,t17,1,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,8,Cat,right,t12,t21,t12,1,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,9,Pig,right,t05,t05,t06,0,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190412_12_nov,4,10,Monkey,left,t02,t22,t02,0,4.073972602739726,4.083333333333333,2.083333333333333,dis_novelty,2.0575342465753423
190418_1_nov,4,1,Tiger,right,t19,t07,t19,1,4.4301369863013695,4.416666666666667,2.416666666666667,dis_novelty,2.413698630136986
190418_1_nov,4,2,Frog,right,t21,t10,t21,1,4.4301369863013695,4.416666666666667,2.416666666666667,dis_novelty,2.413698630136986
190418_1_nov,4,3,Sheep,left,t06,t06,t22,1,4.4301369863013695,4.416666666666667,2.416666666666667,dis_novelty,2.413698630136986
190418_1_nov,4,4,Bear,right,t20,t01,t20,1,4.4301369863013695,4.416666666666667,2.416666666666667,dis_novelty,2.413698630136986
190418_1_nov,4,5,Bunny,left,t05,t05,t02,1,4.4301369863013695,4.416666666666667,2.416666666666667,dis_novelty,2.413698630136986
190418_2_nov,4,1,Mouse,right,t01,t03,t01,1,4.482191780821918,4.5,2.5,dis_novelty,2.465753424657534
190418_2_nov,4,2,Tiger,right,t07,t19,t07,1,4.482191780821918,4.5,2.5,dis_novelty,2.465753424657534
190418_2_nov,4,3,Sheep,left,t22,t22,t17,1,4.482191780821918,4.5,2.5,dis_novelty,2.465753424657534
190418_2_nov,4,4,Bear,right,t20,t15,t20,1,4.482191780821918,4.5,2.5,dis_novelty,2.465753424657534
190418_2_nov,4,5,Elephant,right,t21,t04,t21,1,4.482191780821918,4.5,2.5,dis_novelty,2.465753424657534
190418_3_nov,2,1,Cat,left,t06,t06,t12,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,2,Monkey,left,t08,t08,t20,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,3,Dog,left,t04,t04,t21,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,4,Bunny,right,t02,t02,t22,0,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,5,Frog,left,t13,t13,t17,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,6,Mouse,right,t18,t03,t18,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,7,Bear,left,t16,t16,t11,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,8,Tiger,right,t19,t05,t19,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,9,Sheep,right,t10,t01,t10,1,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_3_nov,2,10,Elephant,right,t07,t07,t09,0,2.504109589041096,2.5,0.5,dis_novelty,0.4876712328767123
190418_4_nov,4,1,Beaver,right,t18,t04,t18,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,2,Dog,right,t19,t12,t19,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,3,Frog,left,t05,t05,t13,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,4,Tiger,right,t20,t07,t20,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,5,Elephant,left,t08,t08,t22,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,6,Bear,right,t21,t03,t21,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,7,Monkey,left,t14,t14,t11,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,8,Cat,left,t09,t09,t16,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,9,Mouse,right,t17,t15,t17,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_4_nov,4,10,Bunny,left,t06,t06,t10,1,4.50958904109589,4.5,2.5,dis_novelty,2.4931506849315066
190418_5_nov,2,1,Bunny,left,t21,t01,t21,0,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,2,Monkey,right,t04,t20,t04,1,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,3,Pig,right,t22,t14,t22,1,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,4,Beaver,left,t17,t12,t17,0,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,5,Frog,right,t19,t11,t19,1,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,6,Cat,right,t05,t13,t05,1,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,7,Dog,right,t07,t08,t07,1,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,8,Sheep,left,t09,t16,t09,0,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,9,Mouse,left,t06,t15,t06,0,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_5_nov,2,10,Bear,right,t18,t02,t18,1,2.3205479452054796,2.3333333333333335,0.3333333333333335,dis_novelty,0.30410958904109586
190418_6_nov,4,1,Mouse,right,t08,t01,t08,1,4.934246575342466,4.916666666666667,2.916666666666667,dis_novelty,2.9178082191780823
190418_6_nov,4,2,Sheep,right,t06,t15,t06,1,4.934246575342466,4.916666666666667,2.916666666666667,dis_novelty,2.9178082191780823
190418_6_nov,4,3,Beaver,left,t11,t11,t22,1,4.934246575342466,4.916666666666667,2.916666666666667,dis_novelty,2.9178082191780823
190418_6_nov,4,4,Pig,left,t17,t17,t21,1,4.934246575342466,4.916666666666667,2.916666666666667,dis_novelty,2.9178082191780823
190418_6_nov,4,5,Dog,right,t07,t04,t07,1,4.934246575342466,4.916666666666667,2.916666666666667,dis_novelty,2.9178082191780823
190422_1_nov,2,1,Beaver,left,t01,t15,t01,0,2.2986301369863016,2.3333333333333335,0.3333333333333335,dis_novelty,0.28219178082191787
190422_1_nov,2,2,Pig,right,t11,t07,t11,1,2.2986301369863016,2.3333333333333335,0.3333333333333335,dis_novelty,0.28219178082191787
190422_1_nov,2,3,Bunny,right,t10,t10,t17,0,2.2986301369863016,2.3333333333333335,0.3333333333333335,dis_novelty,0.28219178082191787
